movie_name,rating,language,year,label_lang_rating,USER RATING
Escape from Alcatraz,PG,English,1979,English - Family,Not found
Sonic the Hedgehog,PG,English,2020,English - Family,Not found
Tron,PG,English,1982,English - Family,Not found
Spy Kids,PG,English,2001,English - Family,Not found
National Treasure: Book of Secrets,PG,English,2007,English - Family,Not found
The Conversation,PG,English,1974,English - Family,Not found
Code Name: Emerald,PG,English,1985,English - Family,Not found
They Might Be Giants,G,English,1971,English - Family,Not found
Hairspray,PG,English,2007,English - Family,Not found
Sky High,PG,English,2005,English - Family,Not found
Footloose,PG,English,1984,English - Family,Not found
Lilo & Stitch,PG,English,2002,English - Family,Not found
Despicable Me,PG,English,2010,English - Family,Not found
The Bridge on the River Kwai,PG,English,1957,English - Family,Not found
Grease,PG,English,1978,English - Family,Not found
Dracula A.D. 1972,PG,English,1972,English - Family,Not found
A Warrior's Heart,PG,English,2011,English - Family,Not found
From the Rough,PG,English,2013,English - Family,Not found
Herbie Goes to Monte Carlo,G,English,1977,English - Family,Not found
MVP: Most Valuable Primate,PG,English,2000,English - Family,Not found
Cooley High,PG,English,1975,English - Family,Not found
Ernest Goes to School,PG,English,1994,English - Family,Not found
Roustabout,PG,English,1964,English - Family,Not found
Movie Movie,PG,English,1978,English - Family,Not found
Bobby Deerfield,PG,English,1977,English - Family,Not found
"Faith, Hope & Love",PG,English,2019,English - Family,Not found
I Believe in Santa,PG,English,2022,English - Family,Not found
Wolfwalkers,PG,English,2020,English - Family,8.0
Heart Like a Wheel,PG,English,1983,English - Family,Not found
The Ultimate Life,PG,English,2013,English - Family,Not found
Clue,PG,English,1985,English - Family,Not found
Song of the Sea,PG,English,2014,English - Family,8.0
The Ten Commandments,G,English,1956,English - Family,7.9
Spirit of Love: The Mike Glenn Story,PG,English,2013,English - Family,7.9
The Fish That Saved Pittsburgh,PG,English,1979,English - Family,Not found
WarGames,PG,English,1983,English - Family,Not found
The Carpetbaggers,PG,English,1964,English - Family,Not found
I Wanna Hold Your Hand,PG,English,1978,English - Family,Not found
WALL·E,G,English,2008,English - Family,Not found
Dr. No,PG,English,1962,English - Family,Not found
Star Wars,PG,English,1977,English - Family,Not found
Minions: The Rise of Gru,PG,English,2022,English - Family,Not found
Sonic the Hedgehog 2,PG,English,2022,English - Family,Not found
E.T.,PG,English,1982,English - Family,Not found
The Hunchback of Notre Dame,G,English,1996,English - Family,Not found
They All Laughed,PG,English,1981,English - Family,Not found
Lightyear,PG,English,2022,English - Family,Not found
2001: A Space Odyssey,G,English,1968,English - Family,Not found
Close Encounters of the Third Kind,PG,English,1977,English - Family,Not found
Wondrous Oblivion,PG,English,2003,English - Family,Not found
House of the Long Shadows,PG,English,1983,English - Family,Not found
Spider-Man: Into the Spider-Verse,PG,English,2018,English - Family,Not found
"Same Time, Next Year",PG,English,1978,English - Family,Not found
Star Wars: Episode VI - Return of the Jedi,PG,English,1983,English - Family,Not found
Count Dracula,PG,English,1970,English - Family,Not found
Run the Race,PG,English,2018,English - Family,Not found
Runaway Bride,PG,English,1999,English - Family,Not found
Spaceballs,PG,English,1987,English - Family,Not found
Man in the Wilderness,PG,English,1971,English - Family,Not found
Mighty Joe Young,PG,English,1998,English - Family,Not found
Woodlawn,PG,English,2015,English - Family,Not found
Washington Square,PG,English,1997,English - Family,Not found
House of Dark Shadows,PG,English,1970,English - Family,Not found
Baby: Secret of the Lost Legend,PG,English,1985,English - Family,Not found
Cheerful Weather for the Wedding,PG,English,2012,English - Family,Not found
Greater,PG,English,2016,English - Family,Not found
Romeo and Juliet,PG,English,1968,English - Family,Not found
The Bermuda Triangle,G,English,1978,English - Family,Not found
The Main Event,PG,English,1979,English - Family,Not found
Fedora,PG,English,1978,English - Family,Not found
Modern Problems,PG,English,1981,English - Family,Not found
Citizen Kane,PG,English,1941,English - Family,Not found
Rocky III,PG,English,1982,English - Family,Not found
The Karate Kid Part II,PG,English,1986,English - Family,Not found
A Perfect Couple,PG,English,1979,English - Family,Not found
Field of Dreams,PG,English,1989,English - Family,Not found
Ethan Frome,PG,English,1992,English - Family,Not found
Surf's Up,PG,English,2007,English - Family,Not found
Rocky,PG,English,1976,English - Family,Not found
The Singles Ward,PG,English,2002,English - Family,Not found
The Great Dictator,G,English,1940,English - Family,Not found
The Mask of Fu Manchu,G,English,1932,English - Family,Not found
Spark: A Space Tail,PG,English,2016,English - Family,Not found
Empire of the Sun,PG,English,1987,English - Family,Not found
The Bugs Bunny/Road-Runner Movie,G,English,1979,English - Family,Not found
A League of Their Own,PG,English,1992,English - Family,Not found
Remember the Titans,PG,English,2000,English - Family,Not found
The Karate Kid,PG,English,1984,English - Family,Not found
Cars,G,English,2006,English - Family,Not found
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,PG,English,1964,English - Family,Not found
Time Walker,PG,English,1982,English - Family,Not found
The Lost Skeleton of Cadavra,PG,English,2001,English - Family,Not found
The Crater Lake Monster,PG,English,1977,English - Family,Not found
The Sandlot,PG,English,1993,English - Family,Not found
Unidentified Flying Oddball,G,English,1979,English - Family,Not found
The Other,PG,English,1972,English - Family,Not found
Rocky IV,PG,English,1985,English - Family,Not found
Rocky Balboa,PG,English,2006,English - Family,Not found
Old Dracula,PG,English,1974,English - Family,Not found
From Russia with Love,PG,English,1963,English - Family,Not found
A Walk to Remember,PG,English,2002,English - Family,Not found
Pete 'n' Tillie,PG,English,1972,English - Family,Not found
Little Miss Marker,PG,English,1980,English - Family,Not found
The Game Plan,PG,English,2007,English - Family,Not found
Driving Miss Daisy,PG,English,1989,English - Family,Not found
Star Wars: Episode II - Attack of the Clones,PG,English,2002,English - Family,Not found
Coraline,PG,English,2009,English - Family,Not found
Poltergeist,PG,English,1982,English - Family,Not found
Vertigo,PG,English,1958,English - Family,Not found
Rear Window,PG,English,1954,English - Family,Not found
Incredibles 2,PG,English,2018,English - Family,Not found
Footrot Flats: The Dog's Tale,PG,English,1986,English - Family,Not found
Letters to Juliet,PG,English,2010,English - Family,Not found
You Only Live Twice,PG,English,1967,English - Family,Not found
Jaws,PG,English,1975,English - Family,Not found
The Night of the Grizzly,G,English,1966,English - Family,Not found
National Treasure,PG,English,2004,English - Family,Not found
Annie Hall,PG,English,1977,English - Family,Not found
While You Were Sleeping,PG,English,1995,English - Family,Not found
My Big Fat Greek Wedding,PG,English,2002,English - Family,Not found
Brewster's Millions,PG,English,1985,English - Family,Not found
Ski Patrol,PG,English,1990,English - Family,Not found
Bride Wars,PG,English,2009,English - Family,Not found
Flipped,PG,English,2010,English - Family,Not found
Cool Runnings,PG,English,1993,English - Family,Not found
Cars 2,G,English,2011,English - Family,Not found
Rocky II,PG,English,1979,English - Family,Not found
The Karate Kid,PG,English,1984,English - Family,Not found
You've Got Mail,PG,English,1998,English - Family,Not found
Cars 3,G,English,2017,English - Family,Not found
Nacho Libre,PG,English,2006,English - Family,Not found
The Graduate,PG,English,1967,English - Family,Not found
Singin' in the Rain,G,English,1952,English - Family,Not found
Chilly Scenes of Winter,PG,English,1979,English - Family,Not found
Turbo,PG,English,2013,English - Family,Not found
The Work and the Glory,PG,English,2004,English - Family,Not found
Leap Year,PG,English,2010,English - Family,Not found
Sense and Sensibility,PG,English,1995,English - Family,Not found
Sleepless in Seattle,PG,English,1993,English - Family,Not found
Tootsie,PG,English,1982,English - Family,Not found
The Right Stuff,PG,English,1983,English - Family,7.8
Shadow of a Doubt,PG,English,1943,English - Family,7.8
Harold and Maude,PG,English,1971,English - Family,7.8
Monkey Trouble,PG,English,1994,English - Family,Not found
The Sting II,PG,English,1983,English - Family,Not found
Meet the Robinsons,G,English,2007,English - Family,Not found
Pure Luck,PG,English,1991,English - Family,Not found
Without a Clue,PG,English,1988,English - Family,6.9
Overboard,PG,English,1987,English - Family,6.9
Time Bandits,PG,English,1981,English - Family,6.9
Son of the Pink Panther,PG,English,1993,English - Family,Not found
Still of the Night,PG,English,1982,English - Family,Not found
Legend of the Guardians: The Owls of Ga'Hoole,PG,English,2010,English - Family,6.9
My Girl,PG,English,1991,English - Family,6.9
The Brink's Job,PG,English,1978,English - Family,Not found
The Muppets Take Manhattan,G,English,1984,English - Family,6.9
Cloudy with a Chance of Meatballs 2,PG,English,2013,English - Family,Not found
Penelope,PG,English,2006,English - Family,Not found
An American Tail,G,English,1986,English - Family,6.9
The Rescuers,G,English,1977,English - Family,6.9
The Hot Rock,PG,English,1972,English - Family,Not found
Coma,PG,English,1978,English - Family,6.9
This Beautiful Fantastic,PG,English,2016,English - Family,6.9
Miss Potter,PG,English,2006,English - Family,7.0
Chitty Chitty Bang Bang,G,English,1968,English - Family,7.0
The Way We Were,PG,English,1973,English - Family,7.0
The White Dawn,PG,English,1974,English - Family,7.0
The Bank Shot,PG,English,1974,English - Family,Not found
Frankenweenie,PG,English,2012,English - Family,Not found
A Boy Ten Feet Tall,G,English,1963,English - Family,7.0
Journey to the Center of the Earth,PG,English,2008,English - Family,Not found
Home,PG,English,2015,English - Family,Not found
Robots,PG,English,2005,English - Family,Not found
Carnival of Souls,PG,English,1962,English - Family,7.0
White Dog,PG,English,1982,English - Family,7.0
Soylent Green,PG,English,1973,English - Family,7.0
Becoming Jane,PG,English,2007,English - Family,7.0
The 7th Voyage of Sinbad,G,English,1958,English - Family,7.0
Crossing Delancey,PG,English,1988,English - Family,7.0
The Christmas Chronicles,PG,English,2018,English - Family,7.0
The Pink Panther,PG,English,2006,English - Family,7.0
The Baby,PG,English,1973,English - Family,Not found
Deathtrap,PG,English,1982,English - Family,7.0
The Eagle Has Landed,PG,English,1976,English - Family,6.9
The Importance of Being Earnest,PG,English,2002,English - Family,6.8
Skip Tracer,PG,English,1977,English - Family,6.7
The Riddle of the Sands,PG,English,1979,English - Family,Not found
Martian Child,PG,English,2007,English - Family,6.7
If You Could See What I Hear,PG,English,1982,English - Family,6.7
Penelope,PG,English,2006,English - Family,6.7
Star Trek III: The Search for Spock,PG,English,1984,English - Family,6.7
Come Away Home,PG,English,2005,English - Family,6.7
Despicable Me 3,PG,English,2017,English - Family,Not found
The Accidental Tourist,PG,English,1988,English - Family,6.7
James and the Giant Peach,PG,English,1996,English - Family,6.7
The Little Bear Movie,G,English,2000,English - Family,6.6
Titan A.E.,PG,English,2000,English - Family,6.6
Superman II,PG,English,1980,English - Family,Not found
Penguins of Madagascar,PG,English,2014,English - Family,Not found
Star Trek: The Motion Picture,G,English,1979,English - Family,Not found
Zathura: A Space Adventure,PG,English,2005,English - Family,Not found
Foul Play,PG,English,1978,English - Family,6.6
The Navigator: A Medieval Odyssey,PG,English,1988,English - Family,Not found
Reefer Madness,PG,English,1936,English - Family,Not found
Journey 2: The Mysterious Island,PG,English,2012,English - Family,Not found
Mr. Peabody & Sherman,PG,English,2014,English - Family,6.8
The Golden Voyage of Sinbad,G,English,1973,English - Family,6.8
Bugsy Malone,G,English,1976,English - Family,6.8
The Lorax,PG,English,2012,English - Family,Not found
Red Sun,PG,English,1971,English - Family,6.8
The Iron Giant,PG,English,1999,English - Family,Not found
"Dick Deadeye, or Duty Done",G,English,1975,English - Family,6.8
The 'Burbs,PG,English,1989,English - Family,6.8
Ben,PG,English,1972,English - Family,Not found
Millions,PG,English,2004,English - Family,6.8
Storks,PG,English,2016,English - Family,6.8
Peter Pan,G,English,1953,English - Family,6.8
Mr. Holmes,PG,English,2015,English - Family,6.8
DC League of Super-Pets,PG,English,2022,English - Family,6.8
The Front Page,PG,English,1974,English - Family,Not found
Spies in Disguise,PG,English,2019,English - Family,6.8
Quicksilver,PG,English,1986,English - Family,Not found
The King of Kings,PG,English,2025,English - Family,Not found
A Christmas Story Christmas,PG,English,2022,English - Family,6.7
Soul Surfer,PG,English,2011,English - Family,7.0
The Puppetoon Movie,G,English,1987,English - Family,7.1
We Are Marshall,PG,English,2006,English - Family,7.1
To Catch a Thief,PG,English,1955,English - Family,7.4
The Man Who Knew Too Much,PG,English,1956,English - Family,7.4
The Black Stallion,G,English,1979,English - Family,7.4
The Mission,PG,English,1986,English - Family,7.4
Invasion of the Body Snatchers,PG,English,1978,English - Family,7.4
The Natural,PG,English,1984,English - Family,7.4
Dirty Rotten Scoundrels,PG,English,1988,English - Family,7.4
Eight Below,PG,English,2006,English - Family,7.3
Jason and the Argonauts,G,English,1963,English - Family,7.3
The Getaway,PG,English,1972,English - Family,7.3
A Dog's Purpose,PG,English,2017,English - Family,7.3
Home Alone 3,PG,English,1997,English - Family,Not found
Excalibur,PG,English,1981,English - Family,7.3
The Secret Garden,G,English,1993,English - Family,7.3
North Sea Hijack,PG,English,1980,English - Family,Not found
Star Trek IV: The Voyage Home,PG,English,1986,English - Family,7.3
Phantom of the Paradise,PG,English,1974,English - Family,7.3
Paul Blart: Mall Cop,PG,English,2009,English - Family,Not found
Heaven Can Wait,PG,English,1978,English - Family,7.3
"McFarland, USA",PG,English,2015,English - Family,7.4
Rudy,PG,English,1993,English - Family,7.5
The Muppet Christmas Carol,G,English,1992,English - Family,7.8
Cabaret,PG,English,1972,English - Family,7.8
Modern Times,G,English,1936,English - Family,Not found
Back to the Future,PG,English,1985,English - Family,Not found
Johnny Got His Gun,PG,English,1971,English - Family,7.8
The Remains of the Day,PG,English,1993,English - Family,7.8
3 Women,PG,English,1977,English - Family,7.7
The African Queen,PG,English,1951,English - Family,7.7
Badlands,PG,English,1973,English - Family,7.7
The Little Prince,PG,English,2015,English - Family,7.6
Marcel the Shell with Shoes On,PG,English,2021,English - Family,7.6
The Purple Rose of Cairo,PG,English,1985,English - Family,7.6
Romeo and Juliet,PG,English,1968,English - Family,7.6
Charley Varrick,PG,English,1973,English - Family,7.5
Home Alone 2: Lost in New York,PG,English,1992,English - Family,Not found
101 Dalmatians,G,English,1996,English - Family,Not found
Who Framed Roger Rabbit,PG,English,1988,English - Family,Not found
Support Your Local Sheriff!,G,English,1969,English - Family,7.4
The Hindenburg,PG,English,1975,English - Family,Not found
The Gods Must Be Crazy,PG,English,1980,English - Family,7.3
Becoming,PG,English,2020,English - Family,Not found
Star Trek VI: The Undiscovered Country,PG,English,1991,English - Family,7.2
Leadbelly,PG,English,1976,English - Family,7.2
Defending Your Life,PG,English,1991,English - Family,7.2
The Sting,PG,English,1973,English - Family,Not found
Arthur Christmas,PG,English,2011,English - Family,7.1
"Hello, Dolly!",G,English,1969,English - Family,7.1
Shadow Magic,PG,English,2000,English - Family,7.1
Nicholas Nickleby,PG,English,2002,English - Family,7.1
The Outsiders,PG,English,1983,English - Family,Not found
Chariots of Fire,PG,English,1981,English - Family,7.1
The Dark Crystal,PG,English,1982,English - Family,7.1
Pelé: Birth of a Legend,PG,English,2016,English - Family,7.1
Balto,G,English,1995,English - Family,7.1
Appointment with Death,PG,English,1988,English - Family,Not found
Gloria,PG,English,1980,English - Family,7.1
Bolt,PG,English,2008,English - Family,Not found
Back to the Future Part III,PG,English,1990,English - Family,Not found
The Hudsucker Proxy,PG,English,1994,English - Family,7.2
Twins,PG,English,1988,English - Family,Not found
Fantastic Mr. Fox,PG,English,2009,English - Family,Not found
Moonstruck,PG,English,1987,English - Family,7.2
Asylum,PG,English,1972,English - Family,Not found
Top Secret!,PG,English,1984,English - Family,7.2
The Better Angels,PG,English,2014,English - Family,Not found
Bound for Glory,PG,English,1976,English - Family,7.2
Hard Times,PG,English,1975,English - Family,7.2
Vincent & Theo,G,English,1982,English - Family,Not found
Imaginary Crimes,PG,English,1994,English - Family,Not found
Molokai,PG,English,1999,English - Family,Not found
Father of the Bride,PG,English,1991,English - Family,6.6
The Age of Innocence,PG,English,1993,English - Family,7.2
Out of Africa,PG,English,1985,English - Family,7.2
Spirit: Stallion of the Cimarron,G,English,2002,English - Family,7.2
Zootopia,PG,English,2016,English - Family,Not found
The Book of Life,PG,English,2014,English - Family,7.2
The Young Victoria,PG,English,2009,English - Family,7.2
A Beautiful Day in the Neighborhood,PG,English,2019,English - Family,7.2
