movie_id,movie_name,genre
tt1904996,Parker,"Action, Crime, Thriller"
tt1448755,Killer Elite,"Action, Crime, Thriller"
tt0100263,Nikita,"Action, Crime, Drama"
tt0116409,The Ghost and the Darkness,"Adventure, Drama, Thriller"
tt1571222,A Dangerous Method,"Biography, Drama, Romance"
tt8350360,Annabelle Comes Home,"Horror, Mystery, Thriller"
tt0068833,The Last House on the Left,"Crime, Horror, Thriller"
tt0146675,End of Days,"Action, Fantasy, Horror"
tt0113161,Get Shorty,"Comedy, Crime, Thriller"
tt3111426,Lost Girls,"Crime, Drama, Mystery"
tt0409182,Poseidon,"Action, Adventure, Thriller"
tt0119229,Grosse Pointe Blank,"Action, Comedy, Crime"
tt2446042,Taken 3,"Action, Crime, Thriller"
tt0082934,The Postman Always Rings Twice,"Crime, Drama, Romance"
tt1144884,The Final Destination,"Horror, Thriller"
tt2011311,The Outsider,"Action, Crime, Drama"
tt0371257,Stay,"Drama, Mystery, Thriller"
tt0096933,Black Rain,"Action, Crime, Drama"
tt0120768,The Negotiator,"Action, Crime, Drama"
tt0293564,Rush Hour 3,"Action, Comedy, Crime"
tt0119395,The Jackal,"Action, Crime, Drama"
tt5198068,Wolfwalkers,"Animation, Action, Adventure"
tt1121931,Crank: High Voltage,"Action, Crime, Thriller"
tt2106361,Into the Storm,"Action, Adventure, Drama"
tt0408790,Flightplan,"Drama, Mystery, Thriller"
tt0040746,Rope,"Crime, Drama, Mystery"
tt0348836,Gothika,"Horror, Mystery, Thriller"
tt3713166,Unfriended,"Horror, Mystery, Thriller"
tt1279935,Date Night,"Comedy, Crime, Romance"
tt22497768,Alkhallat+,"Comedy, Drama, Mystery"
tt0325805,Matchstick Men,"Comedy, Crime, Drama"
tt0342258,Unleashed,"Action, Crime, Drama"
tt0237534,Brotherhood of the Wolf,"Action, Adventure, Drama"
tt0256009,The Devil's Backbone,"Drama, Horror, Thriller"
tt0443559,Killshot,"Action, Crime, Drama"
tt0218922,Original Sin,"Drama, Mystery, Romance"
tt0292506,The Recruit,"Action, Thriller"
tt0475276,United 93,"Action, Drama, History"
tt0367959,Hannibal Rising,"Adventure, Crime, Drama"
tt0071994,Phantom of the Paradise,"Comedy, Drama, Fantasy"
tt1403241,Wolves,"Action, Fantasy, Horror"
tt8829830,Fatale,Thriller
tt0271027,Kiss of the Dragon,"Action, Crime, Thriller"
tt0056218,The Manchurian Candidate,"Drama, Thriller"
tt0162650,Shaft,"Action, Crime, Thriller"
tt0805570,The Midnight Meat Train,"Horror, Mystery, Thriller"
tt0074937,Murder by Death,"Comedy, Crime, Mystery"
tt14265992,Aileen Wuornos: American Boogeywoman,"Drama, Horror, Thriller"
tt0103759,Bad Lieutenant,"Crime, Drama, Thriller"
tt7466442,The Bob's Burgers Movie,"Animation, Adventure, Comedy"
tt2359024,Blue Ruin,"Crime, Drama, Thriller"
tt0338564,Infernal Affairs,"Action, Crime, Drama"
tt0364045,Taking Lives,"Crime, Mystery, Thriller"
tt1622979,Final Destination 5,"Horror, Thriller"
tt5758778,Skyscraper,"Action, Adventure, Thriller"
tt0272020,The Last Castle,"Action, Drama, Thriller"
tt1600195,Abduction,"Action, Mystery, Thriller"
tt0363988,Secret Window,"Drama, Mystery, Thriller"
tt0365376,A Tale of Two Sisters,"Drama, Horror, Mystery"
tt8108198,Andhadhun,"Crime, Mystery, Thriller"
tt0398017,Derailed,"Crime, Drama, Thriller"
tt3416532,A Monster Calls,"Adventure, Drama, Family"
tt0186566,Space Cowboys,"Action, Adventure, Thriller"
tt0405676,All the King's Men,"Drama, Thriller"
tt0310775,Sympathy for Mr. Vengeance,"Crime, Drama, Thriller"
tt0063688,The Thomas Crown Affair,"Crime, Drama, Romance"
tt0389557,Black Book,"Drama, Thriller, War"
tt0068638,The Getaway,"Action, Crime, Thriller"
tt2005374,The Frozen Ground,"Crime, Drama, Thriller"
tt1567437,The Voices,"Comedy, Crime, Fantasy"
tt1129442,Transporter 3,"Action, Adventure, Thriller"
tt0154506,Following,"Crime, Mystery, Thriller"
tt11127690,The Paramedic,"Adventure, Crime, Drama"
tt0118883,Conspiracy Theory,"Action, Mystery, Thriller"
tt0114168,Powder,"Drama, Fantasy, Mystery"
tt1540011,Blair Witch,"Horror, Mystery, Thriller"
tt0340163,Hostage,"Action, Crime, Drama"
tt1071875,Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller"
tt13978306,Brazen,"Crime, Drama, Mystery"
tt0038787,Notorious,"Drama, Film-Noir, Romance"
tt0452702,Vacancy,"Horror, Thriller"
tt0443632,The Sentinel,"Action, Crime, Thriller"
tt0091278,Iron Eagle,"Action, Thriller, War"
tt1656190,Safe,"Action, Crime, Thriller"
tt0098536,Turner & Hooch,"Comedy, Crime, Drama"
tt4226388,Victoria,"Crime, Drama, Romance"
tt0467197,Max Payne,"Action, Crime, Drama"
tt0469641,World Trade Center,"Drama, History, Thriller"
tt0138510,Idle Hands,"Comedy, Fantasy, Horror"
tt0055630,Yojimbo,"Action, Drama, Thriller"
tt0095963,Red Heat,"Action, Comedy, Crime"
tt5726086,Insidious: The Last Key,"Horror, Mystery, Thriller"
tt1893256,Redemption,"Action, Crime, Drama"
tt0077766,Jaws 2,"Adventure, Horror, Thriller"
tt1137450,Death Wish,"Action, Crime, Drama"
tt0780571,Mr. Brooks,"Crime, Drama, Thriller"
tt0111255,The Specialist,"Action, Drama, Thriller"
tt1190539,The Chaser,"Action, Crime, Drama"
tt0118972,The Devil's Own,"Action, Crime, Drama"
tt4361050,Ouija: Origin of Evil,"Drama, Horror, Mystery"
tt0036613,Arsenic and Old Lace,"Comedy, Crime, Thriller"
tt0473705,State of Play,"Crime, Drama, Mystery"
tt1726592,Before I Go to Sleep,"Drama, Mystery, Thriller"
tt0164181,Stir of Echoes,"Horror, Mystery, Thriller"
tt0831887,The Spirit,"Action, Crime, Fantasy"
tt0460780,In the Name of the King: A Dungeon Siege Tale,"Action, Adventure, Fantasy"
tt1527788,The Man from Nowhere,"Action, Crime, Drama"
tt5539054,You Get Me,"Crime, Drama, Romance"
tt0052311,Touch of Evil,"Crime, Drama, Film-Noir"
tt1598828,One for the Money,"Action, Comedy, Crime"
tt3647498,Blood Father,"Action, Crime, Drama"
tt1226273,Edge of Darkness,"Action, Drama, Thriller"
tt0165929,Romeo Must Die,"Action, Crime, Thriller"
tt0489270,Saw III,"Crime, Horror, Mystery"
tt0049406,The Killing,"Crime, Drama, Film-Noir"
tt0116830,Last Man Standing,"Action, Crime, Drama"
tt1924429,Trance,"Crime, Drama, Mystery"
tt1506999,Haywire,"Action, Drama, Thriller"
tt0117438,Ransom,"Action, Crime, Thriller"
tt0465602,Shoot 'Em Up,"Action, Comedy, Thriller"
tt0963178,The International,"Action, Crime, Drama"
tt1437358,Sleep Tight,"Crime, Drama, Horror"
tt7137380,Destroyer,"Action, Crime, Drama"
tt0450345,The Wicker Man,"Horror, Mystery, Thriller"
tt0365737,Syriana,"Drama, Thriller"
tt0044079,Strangers on a Train,"Crime, Drama, Film-Noir"
tt1034331,Righteous Kill,"Crime, Mystery, Thriller"
tt3247714,Survivor,"Action, Crime, Thriller"
tt11394332,Spree,"Action, Comedy, Crime"
tt0431197,The Kingdom,"Action, Drama, Thriller"
tt0116213,Eraser,"Action, Crime, Thriller"
tt6367558,Double Lover,"Drama, Romance, Thriller"
tt0120749,Mercury Rising,"Action, Crime, Drama"
tt0986233,Hunger,"Biography, Crime, Drama"
tt1748227,The Collection,"Action, Adventure, Horror"
tt0450314,Punisher: War Zone,"Action, Crime, Drama"
tt0120694,Halloween H20: 20 Years Later,"Horror, Thriller"
tt0104815,El Mariachi,"Action, Crime, Thriller"
tt0086589,Suburbia,"Drama, Thriller"
tt0337921,Cellular,"Action, Crime, Thriller"
tt24067680,Run Baby Run,Thriller
tt0938330,Silent Hill: Revelation,"Horror, Mystery, Thriller"
tt0368909,Ong-Bak: The Thai Warrior,"Action, Crime, Thriller"
tt0398712,Assault on Precinct 13,"Action, Crime, Drama"
tt0120832,Snake Eyes,"Crime, Mystery, Thriller"
tt1999995,Would You Rather,"Horror, Thriller"
tt0454970,Turistas,"Horror, Mystery, Thriller"
tt0137363,Arlington Road,"Action, Crime, Drama"
tt3195644,Insidious: Chapter 3,"Horror, Mystery, Thriller"
tt3203528,Bad Samaritan,"Crime, Horror, Thriller"
tt0780653,The Wolfman,"Drama, Fantasy, Horror"
tt10037014,Fear of Rain,"Drama, Horror, Thriller"
tt0093489,Man on Fire,"Action, Drama, Thriller"
tt0313443,Out of Time,"Crime, Drama, Mystery"
tt1528071,Horns,"Comedy, Crime, Drama"
tt0492044,The Haunting in Connecticut,"Drama, Horror, Mystery"
tt14757872,Midnight,"Crime, Thriller"
tt1547234,Premium Rush,"Action, Crime, Thriller"
tt3922798,The Siege of Jadotville,"Action, Drama, History"
tt0362478,The Box,"Drama, Mystery, Thriller"
tt5390504,Detroit,"Crime, Drama, History"
tt1014763,Child 44,"Crime, Drama, History"
tt1135487,Duplicity,"Comedy, Crime, Romance"
tt0999913,Straw Dogs,"Action, Drama, Thriller"
tt0265349,The Mothman Prophecies,"Drama, Horror, Mystery"
tt0070355,Magnum Force,"Action, Crime, Mystery"
tt1614989,Headhunters,"Action, Crime, Thriller"
tt0071455,Earthquake,"Action, Drama, Thriller"
tt0804461,Death Sentence,"Action, Crime, Drama"
tt0861739,Elite Squad,"Action, Crime, Drama"
tt0421054,Domino,"Action, Biography, Crime"
tt0800069,The Hills Have Eyes 2,"Horror, Thriller"
tt0036342,Shadow of a Doubt,"Film-Noir, Thriller"
tt0266465,A Man Apart,"Action, Crime, Drama"
tt0331468,Cold Creek Manor,"Drama, Mystery, Thriller"
tt0106881,Fearless,"Drama, Thriller"
tt2199571,Run All Night,"Action, Crime, Thriller"
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Action, Adventure"
tt2090465,Black Butterfly,Thriller
tt0476964,The Brave One,"Action, Crime, Drama"
tt1591479,Act of Valor,"Action, Adventure, Thriller"
tt7838252,K.G.F: Chapter 1,"Action, Crime, Drama"
tt1186367,Ninja Assassin,"Action, Thriller"
tt11388416,Ida Red,"Drama, Thriller, Western"
tt5913798,Wounds,"Drama, Horror, Mystery"
tt21382296,Carry On,"Action, Thriller"
tt0873886,Red State,"Action, Crime, Horror"
tt1991245,Chernobyl Diaries,"Horror, Mystery, Thriller"
tt0890870,Saw IV,"Crime, Horror, Mystery"
tt0086312,Silkwood,"Biography, Drama, History"
tt2402157,The November Man,"Action, Thriller"
tt0947810,Green Zone,"Action, Drama, Thriller"
tt0387898,Caché (Hidden),"Drama, Mystery, Thriller"
tt0120877,Vampires,"Action, Horror, Thriller"
tt5941692,Miss Bala,"Action, Crime, Drama"
tt0264395,Basic,"Action, Crime, Drama"
tt13266998,Bull,"Crime, Thriller"
tt0133952,The Siege,"Action, Thriller"
tt0077594,Game of Death,"Action, Crime, Drama"
tt1233227,Saw VI,"Horror, Mystery, Thriller"
tt12735282,The Reef: Stalked,"Horror, Thriller"
tt0433387,Harsh Times,"Action, Crime, Drama"
tt2364841,Runner Runner,"Crime, Thriller"
tt2238050,White Bird in a Blizzard,"Drama, Mystery, Thriller"
tt1386691,Shimmer Lake,"Action, Crime, Drama"
tt0914863,Unthinkable,"Crime, Drama, Thriller"
tt8858104,Guava Island,"Comedy, Drama, Music"
tt1063669,The Wave,"Drama, Thriller"
tt0896798,Cleaner,Thriller
tt1149362,The White Ribbon,"Drama, Mystery, Thriller"
tt0443274,Vantage Point,"Action, Crime, Drama"
tt0120866,Titus,"Drama, History, Thriller"
tt1297919,Blitz,"Action, Crime, Thriller"
tt0335245,The Ladykillers,"Comedy, Crime, Thriller"
tt0184858,Reindeer Games,"Action, Adventure, Crime"
tt0049470,The Man Who Knew Too Much,"Drama, Thriller"
tt6772804,Escape Plan: The Extractors,"Action, Crime, Thriller"
tt9586294,Better Days,"Crime, Drama, Romance"
tt1073241,Nothing But the Truth,"Crime, Drama, Thriller"
tt0427969,Hollywoodland,"Biography, Crime, Drama"
tt11005128,Into the Deep,Thriller
tt0100685,State of Grace,"Action, Crime, Drama"
tt4145324,Bound,"Drama, Thriller"
tt0120901,Wrongfully Accused,"Action, Comedy, Thriller"
tt0080798,Gloria,"Crime, Drama, Thriller"
tt0081163,The Mirror Crack'd,"Crime, Mystery, Thriller"
tt0116040,Daylight,"Action, Adventure, Drama"
tt7468056,Beomjoidosi,"Action, Crime, Thriller"
tt0204313,Exorcist: The Beginning,"Horror, Mystery, Thriller"
tt5113250,Warning Shot,Thriller
tt0067741,Shaft,"Action, Crime, Thriller"
tt1210042,Brooklyn's Finest,"Action, Crime, Drama"
tt1433811,Disconnect,"Drama, Thriller"
tt25869142,Disquiet,Thriller
tt1216487,The Girl Who Played with Fire,"Action, Crime, Drama"
tt0086154,Psycho II,"Crime, Horror, Mystery"
tt1289406,Harry Brown,"Action, Crime, Drama"
tt0046268,The Wages of Fear,"Adventure, Drama, Thriller"
tt1179034,From Paris with Love,"Action, Crime, Thriller"
tt0095389,Jack's Back,"Crime, Horror, Mystery"
tt9139586,Arkansas,"Crime, Thriller"
tt3547306,Cut Throat City,"Action, Crime, Drama"
tt0111686,New Nightmare,"Fantasy, Horror, Mystery"
tt0233469,Collateral Damage,"Action, Drama, Thriller"
tt4992060,Compulsion,"Drama, Fantasy, Horror"
tt9845564,Below Zero,"Action, Adventure, Crime"
tt0327247,The Whole Ten Yards,"Comedy, Crime, Thriller"
tt1270262,The Devil's Double,"Biography, Drama, Thriller"
tt0099558,Operation Condor,"Action, Adventure, Comedy"
tt2241351,Money Monster,"Crime, Drama, Mystery"
tt1073105,The Descent: Part 2,"Adventure, Horror, Thriller"
tt6684714,Acts of Violence,"Action, Crime, Thriller"
tt0087100,Crimes of Passion,"Drama, Romance, Thriller"
tt0267626,K-19: The Widowmaker,"Drama, History, Thriller"
tt0102614,Out for Justice,"Action, Crime, Drama"
tt0498399,We Own the Night,"Action, Crime, Drama"
tt0477071,Premonition,"Drama, Fantasy, Mystery"
tt5254610,Final Score,"Action, Drama, Thriller"
tt1687901,The Awakening,"Drama, Horror, Mystery"
tt10183816,Dangerous Lies,Thriller
tt1161864,The Rite,"Drama, Horror, Mystery"
tt0077355,Coma,"Drama, Mystery, Thriller"
tt1829012,Passion,"Adventure, Drama, Mystery"
tt2238032,Skiptrace,"Action, Adventure, Comedy"
tt0114609,Tales from the Hood,"Crime, Drama, Horror"
tt2226162,Hunter Hunter,"Drama, Horror, Mystery"
tt0102915,Showdown in Little Tokyo,"Action, Comedy, Crime"
tt3280262,Cult of Chucky,"Horror, Thriller"
tt7615052,Daughter of the Wolf,"Action, Thriller"
tt0075612,3 Women,"Drama, Mystery, Thriller"
tt15198608,Prey,"Adventure, Drama, Thriller"
tt4139928,The Legend of Maula Jatt,"Action, Drama, Fantasy"
tt1567609,Get the Gringo,"Action, Drama, Thriller"
tt4015500,The Tale,"Biography, Drama, Mystery"
tt15655276,Yara,"Crime, Drama, Thriller"
tt1132626,Saw V,"Crime, Horror, Thriller"
tt2171867,Empire State,"Action, Crime, Thriller"
tt9834506,Post Mortem,"Horror, Mystery, Thriller"
tt3462710,Unforgettable,"Drama, Thriller"
tt1462041,Dream House,"Drama, Mystery, Thriller"
tt9772374,Bloody Hell,"Action, Comedy, Horror"
tt0242445,Exit Wounds,"Action, Crime, Thriller"
tt1658837,The Tall Man,"Crime, Drama, Horror"
tt0104029,Cronos,"Drama, Fantasy, Horror"
tt9392374,Girl,Thriller
tt10833378,Beyond the Neon,"Crime, Mystery, Thriller"
tt1245112,[Rec]²,"Horror, Thriller"
tt0250258,The Experiment,"Drama, Thriller"
tt0058213,"Hush...Hush, Sweet Charlotte","Crime, Drama, Mystery"
tt5795086,Gemini,"Crime, Drama, Mystery"
tt0165623,Angst,"Drama, Horror, Thriller"
tt10207710,The Gateway,Thriller
tt1166100,Ghajini,"Action, Drama, Mystery"
tt0110978,Texas Chainsaw Massacre: The Next Generation,"Comedy, Horror, Thriller"
tt14394620,Crawlspace,Thriller
tt1300851,The Boondock Saints II: All Saints Day,"Action, Thriller"
tt15189534,The Wrath of God,"Drama, Thriller"
tt1369706,The Ward,"Horror, Mystery, Thriller"
tt7959216,Utøya: July 22,"Drama, Thriller"
tt0457495,Stormbreaker,"Action, Adventure, Family"
tt0105128,Pet Sematary II,"Fantasy, Horror, Thriller"
tt0093223,House of Games,"Crime, Thriller"
tt0072067,Act of Vengeance,"Crime, Drama, Horror"
tt0106557,Children of the Corn II: The Final Sacrifice,"Horror, Thriller"
tt0078405,The Toolbox Murders,"Horror, Mystery, Thriller"
tt3727202,Life on the Line,"Action, Thriller"
tt0114608,Tales from the Crypt: Demon Knight,"Action, Fantasy, Horror"
tt1308729,Bullet to the Head,"Action, Crime, Thriller"
tt6749318,Speed Kills,"Action, Crime, Drama"
tt0073453,Night Moves,"Crime, Drama, Mystery"
tt0260991,Joint Security Area,"Action, Drama, Thriller"
tt0107254,Jason Goes to Hell: The Final Friday,"Fantasy, Horror, Thriller"
tt0947802,Lakeview Terrace,"Crime, Drama, Thriller"
tt2726552,A Kind of Murder,"Crime, Drama, Thriller"
tt1524137,Contraband,"Action, Crime, Drama"
tt0050086,3:10 to Yuma,"Drama, Thriller, Western"
tt0077530,Eyes of Laura Mars,"Mystery, Thriller"
tt7464188,In Fabric,"Comedy, Drama, Fantasy"
tt0427954,The Protector,"Action, Crime, Drama"
tt0479500,Nancy Drew,"Comedy, Crime, Family"
tt0110725,On Deadly Ground,"Action, Adventure, Thriller"
tt5670152,Traffik,"Action, Thriller"
tt7558302,Lying and Stealing,"Crime, Drama, Thriller"
tt2180994,A Good Marriage,"Crime, Drama, Thriller"
tt5186714,The Salesman,"Drama, Thriller"
tt0115986,The Crow: City of Angels,"Action, Crime, Fantasy"
tt0094731,Betrayed,"Crime, Drama, Thriller"
tt0099385,Death Warrant,"Action, Crime, Mystery"
tt0070782,Terminal Island,"Action, Drama, Thriller"
tt0046911,Diabolique,"Crime, Drama, Horror"
tt3268668,Captive,"Action, Biography, Crime"
tt0411061,88 Minutes,"Crime, Drama, Mystery"
tt4266076,The Night Eats the World,"Drama, Horror, Thriller"
tt1977895,Resolution,"Drama, Horror, Mystery"
tt1343097,The Girl Who Kicked the Hornet's Nest,"Crime, Drama, Thriller"
tt2938956,The Transporter Refueled,"Action, Thriller"
tt2101341,Dead Man Down,"Action, Crime, Drama"
tt0107665,Needful Things,"Crime, Drama, Fantasy"
tt0465203,Them,"Horror, Thriller"
tt0088255,They're Playing with Fire,"Crime, Horror, Thriller"
tt0228750,Proof of Life,"Action, Drama, Thriller"
tt6436726,7500,"Action, Drama, Thriller"
tt10192566,Alone,"Horror, Thriller"
tt0082817,Nighthawks,"Action, Crime, Thriller"
tt0264472,Changing Lanes,"Drama, Thriller"
tt0228786,The Crimson Rivers,"Crime, Mystery, Thriller"
tt7125774,Balloon,"Drama, History, Thriller"
tt0044357,Angel Face,"Crime, Drama, Film-Noir"
tt12829958,The Old Ways,"Drama, Fantasy, Horror"
tt0861689,Blindness,"Drama, Mystery, Thriller"
tt25406500,Iratta,"Drama, Thriller"
tt0329717,Hollywood Homicide,"Action, Comedy, Crime"
tt0076504,Orca,"Adventure, Drama, Horror"
tt0115907,City Hall,"Crime, Drama, Mystery"
tt0050356,The Enemy Below,"Action, Adventure, Drama"
tt1422136,A Lonely Place to Die,"Action, Adventure, Crime"
tt0489664,Shattered,"Crime, Drama, Thriller"
tt7937254,Silk Road,"Crime, Drama, Thriller"
tt0373926,The Interpreter,"Crime, Mystery, Thriller"
tt1242422,Celda 211,"Action, Adventure, Crime"
tt6643972,Triple Threat,"Action, Thriller"
tt0482572,Pride and Glory,"Crime, Drama, Thriller"
tt9851854,Major,"Action, Biography, Drama"
tt0455960,The Hitcher,"Crime, Thriller"
tt0450232,16 Blocks,"Action, Drama, Thriller"
tt5091530,M.F.A.,"Drama, Horror, Thriller"
tt0069754,The Baby,"Drama, Horror, Thriller"
tt1734433,Eden,"Crime, Drama, Thriller"
tt8165192,Raging Fire,"Action, Adventure, Crime"
tt9128686,The Pool,"Action, Drama, Horror"
tt13496236,American Siege,"Action, Thriller"
tt2072233,Sleepless,"Action, Thriller"
tt5466186,7 Days in Entebbe,"Action, Drama, History"
tt1827487,Once Upon a Time in Anatolia,"Crime, Drama, Thriller"
tt3157224,We Still Kill the Old Way,"Action, Comedy, Crime"
tt6046314,Bel Canto,"Drama, Music, Romance"
tt7134096,The Rhythm Section,"Action, Drama, Mystery"
tt0160401,In Too Deep,"Crime, Drama, Thriller"
tt4439620,Redemption Day,"Action, Drama, Thriller"
tt0104438,Honeymoon in Vegas,"Comedy, Romance, Thriller"
tt2094018,Hours,"Drama, Thriller"
tt0072848,The Day of the Locust,"Drama, Thriller"
tt0269095,City by the Sea,"Crime, Drama, Mystery"
tt9806370,The Owners,"Comedy, Crime, Horror"
tt0067810,Sweet Sweetback's Baadasssss Song,"Action, Crime, Drama"
tt4504044,The Prodigy,"Fantasy, Horror, Mystery"
tt0094669,Appointment with Death,"Crime, Drama, Mystery"
tt1391034,And Soon the Darkness,"Drama, Horror, Mystery"
tt8883524,Bloodline,"Crime, Horror, Thriller"
tt0118531,One Eight Seven,"Drama, Thriller"
tt13309978,Superhost,"Comedy, Horror, Thriller"
tt7295450,Between Worlds,"Fantasy, Thriller"
tt1518812,Meek's Cutoff,"Adventure, Drama, Thriller"
tt0116421,The Glimmer Man,"Action, Comedy, Crime"
tt0124595,Return to Paradise,"Drama, Romance, Thriller"
tt22939186,Sand and Stones,"Action, Horror, Thriller"
tt0208874,The Contender,"Drama, Thriller"
tt2824852,Deadly Virtues: Love.Honour.Obey.,"Drama, Thriller"
tt12264966,Notre-Dame on Fire,"Biography, Drama, Thriller"
tt17494686,Decibel,"Action, Drama, Horror"
tt21916206,The Perfumier,"Crime, Drama, Mystery"
tt5688868,Primal Rage,"Action, Adventure, Horror"
tt0120390,Turbulence,"Action, Thriller"
tt0297721,All About Lily Chou-Chou,"Crime, Drama, Music"
tt0083806,Deathtrap,"Comedy, Crime, Mystery"
tt14404280,Homunculus,"Drama, Fantasy, Mystery"
tt12802546,Vera,"Drama, History, Thriller"
tt13129114,Woman of the Photographs,"Horror, Romance, Thriller"
tt0138946,The Yards,"Crime, Drama, Romance"
tt1555149,Elite Squad 2: The Enemy Within,"Action, Crime, Drama"
tt7611352,Alive,"Horror, Thriller"
tt0872230,My Soul to Take,"Horror, Mystery, Thriller"
tt0312549,Veronica Guerin,"Biography, Crime, Drama"
tt4935418,Baskin,"Crime, Drama, Fantasy"
tt0046187,Pickup on South Street,"Crime, Film-Noir, Mystery"
tt1290138,Frank & Lola,"Crime, Drama, Romance"
tt5723286,Wheelman,"Action, Crime, Thriller"
tt1773753,Mara,"Crime, Horror, Mystery"
tt1656186,Stolen,"Action, Crime, Thriller"
tt1457765,The Haunting in Connecticut 2: Ghosts of Georgia,"Drama, Horror, Mystery"
tt5147214,Headshot,"Action, Drama, Thriller"
tt8956390,Rojo,"Drama, Mystery, Thriller"
tt0310357,Willard,"Drama, Horror, Thriller"
tt0073707,Sholay,"Action, Adventure, Comedy"
tt1334553,The Perfect Host,"Comedy, Crime, Thriller"
tt1230385,The Yellow Sea,"Action, Crime, Drama"
tt1434435,Mother's Day,"Drama, Horror, Thriller"
tt0080850,He Knows You're Alone,"Horror, Thriller"
tt1662557,No Mercy,"Crime, Mystery, Thriller"
tt0433386,The Grudge 2,"Horror, Thriller"
tt1280558,A Wednesday,"Action, Crime, Drama"
tt13382698,Trigger Point,"Action, Mystery, Thriller"
tt6137494,Girl Followed,Thriller
tt0083064,Sharky's Machine,"Action, Crime, Drama"
tt6062774,Monos,"Adventure, Drama, Thriller"
tt8228172,The Furies,"Action, Horror, Thriller"
tt0314786,The In-Laws,"Action, Comedy, Thriller"
tt7087210,Donnybrook,"Action, Drama, Thriller"
tt0386005,New Police Story,"Action, Crime, Thriller"
tt0068264,Ben,"Drama, Horror, Thriller"
tt1928330,Bad Ass,"Action, Comedy, Crime"
tt0096945,Blind Fury,"Action, Comedy, Crime"
tt0128278,Instinct,"Drama, Thriller"
tt0113613,The Last Supper,"Comedy, Crime, Drama"
tt17372462,The Aviary,Thriller
tt0103743,The Eight Immortals Restaurant: The Untold Story,"Comedy, Crime, Drama"
tt0926762,Loft,"Crime, Drama, Mystery"
tt0058430,Onibaba,"Drama, Horror, Thriller"
tt3305308,Trespass Against Us,"Action, Crime, Drama"
tt0069865,Charley Varrick,"Crime, Drama, Thriller"
tt0091814,Quicksilver,"Crime, Drama, Thriller"
tt0084133,The Incubus,"Horror, Thriller"
tt0037469,The Woman in the Window,"Crime, Drama, Film-Noir"
tt3702652,The Other Side of the Door,"Horror, Thriller"
tt0087981,Razorback,"Horror, Thriller"
tt0096219,Talk Radio,"Drama, Thriller"
tt0066735,Four Flies on Grey Velvet,"Crime, Mystery, Thriller"
tt2281159,Contracted,"Drama, Horror, Thriller"
tt1179069,6 Souls,"Horror, Thriller"
tt1320239,Burke and Hare,"Comedy, Crime, History"
tt0145547,Two Hands,"Comedy, Crime, Thriller"
tt1964624,In the House,"Drama, Mystery, Thriller"
tt7044076,The Cleaning Lady,"Horror, Thriller"
tt1833673,Dhoom 3,"Action, Crime, Drama"
tt0037101,"Murder, My Sweet","Crime, Drama, Film-Noir"
tt11947158,Ek Villain Returns,"Action, Crime, Romance"
tt10151054,The Quarry,"Crime, Mystery, Thriller"
tt8995218,Z,"Horror, Mystery, Thriller"
tt11426228,Spirit Halloween,"Adventure, Family, Fantasy"
tt0100107,Maniac Cop 2,"Action, Crime, Horror"
tt2073661,Dawn Patrol,"Drama, Thriller"
tt0090903,The Devil's Honey,"Mystery, Thriller"
tt0095484,Lady in White,"Fantasy, Horror, Mystery"
tt0093176,Hello Mary Lou: Prom Night II,"Horror, Thriller"
tt1988621,Exists,"Horror, Thriller"
tt0048254,Killer's Kiss,"Crime, Drama, Film-Noir"
tt26160190,Unlocked,"Crime, Drama, Mystery"
tt6148156,Vikram Vedha,"Action, Crime, Drama"
tt0091829,Rawhead Rex,"Fantasy, Horror, Mystery"
tt0069341,Tales from the Crypt,"Drama, Horror, Mystery"
tt0094008,Someone to Watch Over Me,"Crime, Drama, Romance"
tt0265651,Ripley's Game,"Crime, Drama, Mystery"
tt0037549,The Body Snatcher,"Horror, Thriller"
tt0089572,The Mean Season,"Crime, Thriller"
tt13067292,Rogue Hostage,"Action, Thriller"
tt0090678,Avenging Force,"Action, Drama, Thriller"
tt2229511,Wer,"Action, Horror, Mystery"
tt0092627,The Bedroom Window,"Crime, Mystery, Thriller"
tt5192674,Beach House,Thriller
tt7098658,Raazi,"Action, Drama, Thriller"
tt0099587,Flight of the Intruder,"Action, Drama, Thriller"
tt1135092,The Limits of Control,"Crime, Drama, Mystery"
tt0056552,Tales of Terror,"Comedy, Horror, Mystery"
tt0119527,Deceiver,"Crime, Drama, Mystery"
tt0084854,Venom,"Horror, Thriller"
tt1134854,Survival of the Dead,"Comedy, Drama, Horror"
tt5173032,Buster's Mal Heart,"Crime, Drama, Mystery"
tt0087263,Firstborn,"Drama, Thriller"
tt0120782,Palmetto,"Crime, Drama, Mystery"
tt0104391,Hard Hunted,"Action, Adventure, Crime"
tt0038369,The Blue Dahlia,"Crime, Film-Noir, Mystery"
tt10011228,Hunted,"Action, Thriller"
tt0119783,Night Falls on Manhattan,"Crime, Drama, Thriller"
tt0017075,The Lodger: A Story of the London Fog,"Crime, Drama, Mystery"
tt0105810,Where the Day Takes You,"Crime, Drama, Thriller"
tt0047878,The Big Combo,"Crime, Drama, Film-Noir"
tt1666335,The Calling,"Drama, Thriller"
